Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Home State,OPEN (PwD),Gender-Neutral,222888,222888
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,12999,13058
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,17137,17309
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,9518,10919
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),15085,16093
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,11118,11384
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,13340,14179
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,77601,77601
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,112327,148441
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,265116,662863
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,17015,19907
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),25471,27321
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,21746,25335
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),28438,28438
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,24850,25367
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),36384,36384
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,77510,77510
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,16054,18783
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),24079,28136
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,19292,20777
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),32618,32618
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,21332,23949
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),36177,36177
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,517243,517243
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,81292,89909
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),104715,104715
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,96714,111936
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,193120,302173
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,12963,14536
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),18435,18963
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN (PwD),Gender-Neutral,253492,253492
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,16137,17087
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),20793,20793
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,17845,20585
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),27631,27631
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,65323,65323
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,83659,83659
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,11632,13607
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),19154,21585
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,14024,14449
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),23277,23277
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,16298,16493
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),23071,23071
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,70517,70517
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,107884,173540
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,134828,529021
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,13264,16241
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),23998,24111
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,20095,20095
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),41082,41082
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,OBC-NCL (PwD),Gender-Neutral,510154,510154
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,72367,72367
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),135490,135490
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,14027,15407
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),18617,22081
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,364173,364173
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,16735,18139
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),24634,24634
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,17073,18962
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,77244,77244
"Visvesvaraya National Institute of Technology, Nagpur","Electronics Engineering (VLSI Design and Technology) for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,211112,216410
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,22880,29778
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),58232,62160
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,44162,44162
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),67483,67483
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,85656,122725
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,20108,24928
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),49525,49981
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,37563,41046
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,35573,42175
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),69084,69084
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,138507,147521
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,218042,218042
"Visvesvaraya National Institute of Technology, Nagpur","Engineering Physics for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,501355,501355
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,12148,13997
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),17720,17720
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,14773,14773
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,16549,16549
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),29081,29081
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,73028,73028
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,10459,12159
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),16299,16299
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,13770,13770
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,15621,15621
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,64428,64428
"Visvesvaraya National Institute of Technology, Nagpur","Mathematics and Computing for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,302629,406134
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,22552,27048
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),33446,39301
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN (PwD),Gender-Neutral,355351,355351
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,28001,33087
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,30571,32913
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),50240,50240
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL (PwD),Gender-Neutral,580162,580162
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,95141,95141
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),153616,153616
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),359050,359050
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,24067,26783
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),35737,38271
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,596454,596454
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,28152,29831
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),45484,45484
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,29470,33287
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),53357,57075
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,615801,615801
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,103965,108741
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),170850,170850
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,176785,300353
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,594322,594322
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,42058,52992
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),52769,83805
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,55189,62607
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),87988,93912
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,58393,64525
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),91209,95946
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL (PwD),Gender-Neutral,321462,321462
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,165891,165891
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC (PwD),Gender-Neutral,1.18188e+006,1.18188e+006
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,294656,316327
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),417304,417304
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,42493,44570
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),54352,68131
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,46044,49697
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),68599,68599
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,45210,53959
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),68701,71211
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,144388,149695
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),203368,203368
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,578337,767558
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,53017,62547
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),87500,91051
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,68020,71548
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,67845,74056
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),96310,98809
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,160543,160543
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,327314,327314
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,45589,49793
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),69477,70061
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,51183,53814
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,53931,57874
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),89978,91182
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,137065,159548
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,75339,86499
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),71169,82203
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,86565,86565
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,89090,91966
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),130701,130701
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,185809,188005
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,275057,275057
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,69085,75991
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),92174,92174
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,78714,78714
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),100151,100151
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,78577,85970
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),99165,99165
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,174818,174818
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,233108,233108
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,54660,58158
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),61019,61019
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN (PwD),Gender-Neutral,870004,870004
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,64594,64594
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),75725,75725
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,65713,79754
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),94337,94337
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,213102,213102
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,49871,62605
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),77587,77587
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,64321,64321
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),90422,90422
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,67272,69444
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),87041,87041
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,141562,141562
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,232840,232840
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,57325,60240
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),76894,77010
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,65997,74214
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),81214,81214
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,64732,77600
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),80393,80393
